ProdutoID;Produtos;Subcategoria;Categoria;VendalD;Data;ProdutoID;Quantidade;Receita;Custo;Lucro;Regiao;Vendedor;Tipo Perda;Valor Perda;Status da Venda;
73;Halter 5kg;Esportes;Esportes;2;24/10/2025;73;10;R$ 18.270,00;R$ 9.500,40;R$ 8.769,60;Sudeste;Pedro;Cancelamento;R$ 50,00;Com Perda;
36;Air Fryer Mondial;Eletrodomésticos;Casa;54;28/11/2023;36;4;R$ 7.960,00;R$ 5.572,00;R$ 2.388,00;Norte;Paula;Sem perda;R$ 0,00;Com Perda;
75;Esteira Elétrica;Esportes;Esportes;48;17/07/2022;75;7;R$ 29.204,00;R$ 23.071,16;R$ 6.132,84;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
11;Smart TV LG 43;TVs;Eletrônicos;46;21/11/2015;11;3;R$ 2.730,00;R$ 2.020,20;R$ 709,80;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
61;Jaqueta de Couro;Roupas;Roupas;70;13/02/2015;61;3;R$ 1.191,00;R$ 726,51;R$ 464,49;Norte;Paula;Desconto;R$ 329,00;Com Perda;
68;Shampoo;Beleza;Beleza;95;14/11/2024;68;1;R$ 2.493,00;R$ 1.695,24;R$ 797,76;Nordeste;Carlos;Desconto;R$ 175,00;Com Perda;
34;Microondas Panasonic;Eletrodomésticos;Casa;38;14/03/2023;34;3;R$ 7.461,00;R$ 4.625,82;R$ 2.835,18;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
3;iPhone 15;Smartphones;Eletrônicos;65;22/05/2015;3;5;R$ 23.415,00;R$ 13.580,70;R$ 9.834,30;Centro-Oeste;Diego;Devolução;R$ 231,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;70;22/03/2020;85;10;R$ 2.640,00;R$ 1.900,80;R$ 739,20;Sul;Lucas;Devolução;R$ 154,00;Com Perda;
86;Lápis HB;Papelaria;Papelaria;34;02/06/2021;86;6;R$ 20.400,00;R$ 16.116,00;R$ 4.284,00;Norte;Marcos;Devolução;R$ 433,00;Com Perda;
52;Tênis Adidas;Calçados;Calçados;59;04/11/2021;52;7;R$ 5.390,00;R$ 4.150,30;R$ 1.239,70;Sudeste;Ana;Devolução;R$ 127,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;39;25/06/2018;41;10;R$ 21.020,00;R$ 15.765,00;R$ 5.255,00;Nordeste;Fernanda;Devolução;R$ 359,00;Com Perda;
68;Shampoo;Beleza;Beleza;14;15/01/2025;68;7;R$ 9.954,00;R$ 5.972,40;R$ 3.981,60;Sul;Lucas;Cancelamento;R$ 472,00;Com Perda;
37;Air Fryer Philips;Eletrodomésticos;Casa;15;23/06/2022;37;2;R$ 218,00;R$ 122,08;R$ 95,92;Centro-Oeste;Diego;Cancelamento;R$ 293,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;26;26/03/2024;67;2;R$ 938,00;R$ 534,66;R$ 403,34;Sul;Maria;Cancelamento;R$ 335,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;11;12/03/2017;98;4;R$ 7.036,00;R$ 5.277,00;R$ 1.759,00;Norte;Marcos;Desconto;R$ 339,00;Com Perda;
69;Condicionador;Beleza;Beleza;61;02/03/2023;69;5;R$ 2.300,00;R$ 1.173,00;R$ 1.127,00;Centro-Oeste;André;Devolução;R$ 188,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;62;08/02/2025;27;2;R$ 9.812,00;R$ 6.377,80;R$ 3.434,20;Norte;Marcos;Devolução;R$ 372,00;Com Perda;
94;Roteador Wi-Fi;Informática;Informática;60;17/03/2024;94;10;R$ 41.410,00;R$ 31.471,60;R$ 9.938,40;Sudeste;Ana;Cancelamento;R$ 204,00;Com Perda;
91;Scanner Epson;Informática;Informática;70;10/06/2017;91;9;R$ 44.055,00;R$ 25.111,35;R$ 18.943,65;Sul;Maria;Desconto;R$ 255,00;Com Perda;
83;Caderno Universitário;Papelaria;Papelaria;94;02/02/2025;83;10;R$ 41.610,00;R$ 27.046,50;R$ 14.563,50;Sudeste;Ana;Cancelamento;R$ 151,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;34;07/09/2025;41;8;R$ 22.688,00;R$ 14.974,08;R$ 7.713,92;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
19;Notebook Lenovo IdeaPad;Notebooks;Informática;18;12/07/2019;19;4;R$ 6.088,00;R$ 3.774,56;R$ 2.313,44;Sul;Lucas;Cancelamento;R$ 429,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;22;17/02/2015;9;1;R$ 2.984,00;R$ 2.148,48;R$ 835,52;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
48;Guarda-Roupa Solteiro;Móveis;Casa;94;15/04/2017;48;10;R$ 12.580,00;R$ 6.415,80;R$ 6.164,20;Centro-Oeste;Diego;Desconto;R$ 62,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;63;04/05/2020;55;4;R$ 2.744,00;R$ 1.975,68;R$ 768,32;Nordeste;Fernanda;Devolução;R$ 229,00;Com Perda;
3;iPhone 15;Smartphones;Eletrônicos;75;09/11/2018;3;3;R$ 4.839,00;R$ 3.242,13;R$ 1.596,87;Nordeste;Carlos;Cancelamento;R$ 144,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;89;08/09/2023;100;2;R$ 4.882,00;R$ 3.270,94;R$ 1.611,06;Sul;Bruno;Cancelamento;R$ 321,00;Com Perda;
56;Chinelo Havaianas;Calçados;Calçados;1;20/01/2017;56;1;R$ 4.819,00;R$ 2.843,21;R$ 1.975,79;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
69;Condicionador;Beleza;Beleza;35;27/08/2023;69;5;R$ 6.140,00;R$ 3.991,00;R$ 2.149,00;Sudeste;Ana;Devolução;R$ 81,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;57;14/02/2024;74;2;R$ 7.136,00;R$ 4.281,60;R$ 2.854,40;Centro-Oeste;André;Desconto;R$ 277,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;8;14/07/2020;98;9;R$ 7.686,00;R$ 3.919,86;R$ 3.766,14;Sudeste;Pedro;Devolução;R$ 228,00;Com Perda;
90;Impressora Epson;Informática;Informática;60;08/05/2018;90;7;R$ 25.347,00;R$ 16.729,02;R$ 8.617,98;Sul;Bruno;Desconto;R$ 429,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;54;20/08/2023;12;9;R$ 27.567,00;R$ 15.713,19;R$ 11.853,81;Norte;Paula;Cancelamento;R$ 394,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;22;07/12/2017;41;6;R$ 26.808,00;R$ 19.301,76;R$ 7.506,24;Nordeste;Fernanda;Desconto;R$ 301,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;21;24/07/2016;12;7;R$ 20.202,00;R$ 15.353,52;R$ 4.848,48;Centro-Oeste;André;Devolução;R$ 407,00;Com Perda;
63;Vestido Social;Roupas;Roupas;7;09/05/2025;63;10;R$ 34.610,00;R$ 25.611,40;R$ 8.998,60;Sudeste;Ana;Desconto;R$ 252,00;Com Perda;
78;Pneu Aro 15;Automotivo;Automotivo;3;17/11/2023;78;4;R$ 13.428,00;R$ 8.728,20;R$ 4.699,80;Sul;Bruno;Devolução;R$ 98,00;Com Perda;
16;Smart TV Philips 50;TVs;Eletrônicos;99;23/09/2020;16;7;R$ 11.403,00;R$ 7.525,98;R$ 3.877,02;Sul;Bruno;Devolução;R$ 349,00;Com Perda;
48;Guarda-Roupa Solteiro;Móveis;Casa;80;22/08/2018;48;2;R$ 6.264,00;R$ 4.948,56;R$ 1.315,44;Nordeste;Fernanda;Cancelamento;R$ 300,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;4;27/09/2025;67;6;R$ 5.238,00;R$ 2.619,00;R$ 2.619,00;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
71;Bola de Basquete;Esportes;Esportes;24;26/11/2015;71;6;R$ 15.840,00;R$ 11.563,20;R$ 4.276,80;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;39;14/09/2021;41;2;R$ 3.342,00;R$ 2.640,18;R$ 701,82;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
64;Perfume Masculino;Beleza;Beleza;91;11/05/2016;64;10;R$ 8.570,00;R$ 5.570,50;R$ 2.999,50;Norte;Paula;Devolução;R$ 337,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;63;07/03/2024;55;3;R$ 13.107,00;R$ 6.815,64;R$ 6.291,36;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
80;Óleo de Motor;Automotivo;Automotivo;46;12/08/2019;80;8;R$ 7.128,00;R$ 3.564,00;R$ 3.564,00;Centro-Oeste;Carla;Cancelamento;R$ 224,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;78;16/08/2025;8;7;R$ 12.313,00;R$ 8.619,10;R$ 3.693,90;Sul;Bruno;Desconto;R$ 196,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;85;20/02/2021;43;9;R$ 28.719,00;R$ 16.082,64;R$ 12.636,36;Nordeste;Carlos;Cancelamento;R$ 276,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;63;18/11/2024;27;10;R$ 17.240,00;R$ 13.274,80;R$ 3.965,20;Centro-Oeste;André;Desconto;R$ 105,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;83;22/04/2018;82;4;R$ 18.724,00;R$ 11.983,36;R$ 6.740,64;Sul;Bruno;Devolução;R$ 480,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;98;08/09/2025;27;5;R$ 13.845,00;R$ 7.199,40;R$ 6.645,60;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
42;Sofá 2 Lugares;Móveis;Casa;43;03/05/2017;42;10;R$ 18.750,00;R$ 10.687,50;R$ 8.062,50;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
99;Pen Drive 128GB;Informática;Informática;80;22/05/2016;99;8;R$ 14.768,00;R$ 10.042,24;R$ 4.725,76;Centro-Oeste;André;Desconto;R$ 214,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;4;17/02/2015;53;8;R$ 23.632,00;R$ 16.778,72;R$ 6.853,28;Nordeste;Rafael;Devolução;R$ 294,00;Com Perda;
21;MacBook Air;Notebooks;Informática;46;08/05/2023;21;4;R$ 15.300,00;R$ 8.874,00;R$ 6.426,00;Norte;Juliana;Devolução;R$ 294,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;64;15/08/2020;29;9;R$ 7.056,00;R$ 5.503,68;R$ 1.552,32;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
75;Esteira Elétrica;Esportes;Esportes;98;13/09/2024;75;2;R$ 502,00;R$ 336,34;R$ 165,66;Norte;Juliana;Devolução;R$ 330,00;Com Perda;
40;Máquina de Lavar Brastemp;Eletrodomésticos;Casa;86;04/07/2021;40;6;R$ 2.262,00;R$ 1.492,92;R$ 769,08;Sudeste;Ana;Desconto;R$ 230,00;Com Perda;
32;Geladeira Electrolux;Eletrodomésticos;Casa;15;04/03/2023;32;10;R$ 12.380,00;R$ 7.428,00;R$ 4.952,00;Sul;Bruno;Cancelamento;R$ 135,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;53;21/09/2023;43;1;R$ 1.347,00;R$ 1.010,25;R$ 336,75;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;91;22/07/2022;29;1;R$ 1.684,00;R$ 1.330,36;R$ 353,64;Sul;Maria;Cancelamento;R$ 63,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;58;12/09/2019;9;10;R$ 39.270,00;R$ 20.420,40;R$ 18.849,60;Sul;Maria;Devolução;R$ 214,00;Com Perda;
16;Smart TV Philips 50;TVs;Eletrônicos;71;09/06/2021;16;8;R$ 31.720,00;R$ 21.886,80;R$ 9.833,20;Sudeste;João;Cancelamento;R$ 476,00;Com Perda;
25;Teclado Mecânico Redragon;Acessórios;Informática;41;16/11/2023;25;3;R$ 6.585,00;R$ 4.346,10;R$ 2.238,90;Norte;Juliana;Devolução;R$ 366,00;Com Perda;
48;Guarda-Roupa Solteiro;Móveis;Casa;85;26/08/2023;48;3;R$ 7.689,00;R$ 4.305,84;R$ 3.383,16;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
35;Microondas LG;Eletrodomésticos;Casa;78;21/08/2020;35;10;R$ 23.040,00;R$ 16.588,80;R$ 6.451,20;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
6;Samsung Galaxy S23;Smartphones;Eletrônicos;3;11/05/2017;6;9;R$ 15.156,00;R$ 11.518,56;R$ 3.637,44;Nordeste;Rafael;Desconto;R$ 467,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;59;23/08/2021;41;3;R$ 1.449,00;R$ 912,87;R$ 536,13;Nordeste;Carlos;Desconto;R$ 245,00;Com Perda;
16;Smart TV Philips 50;TVs;Eletrônicos;16;28/06/2015;16;4;R$ 18.208,00;R$ 12.199,36;R$ 6.008,64;Norte;Marcos;Desconto;R$ 499,00;Com Perda;
65;Perfume Feminino;Beleza;Beleza;59;16/11/2020;65;10;R$ 5.030,00;R$ 3.118,60;R$ 1.911,40;Sudeste;João;Desconto;R$ 437,00;Com Perda;
50;Cama Box Solteiro;Móveis;Casa;68;15/09/2019;50;10;R$ 49.100,00;R$ 27.005,00;R$ 22.095,00;Sul;Maria;Desconto;R$ 138,00;Com Perda;
56;Chinelo Havaianas;Calçados;Calçados;90;15/03/2020;56;5;R$ 21.110,00;R$ 13.510,40;R$ 7.599,60;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;30;10/01/2020;100;1;R$ 4.533,00;R$ 3.082,44;R$ 1.450,56;Sul;Maria;Cancelamento;R$ 247,00;Com Perda;
91;Scanner Epson;Informática;Informática;23;07/12/2016;91;8;R$ 22.192,00;R$ 16.865,92;R$ 5.326,08;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;17;28/06/2025;84;6;R$ 2.598,00;R$ 1.714,68;R$ 883,32;Centro-Oeste;André;Cancelamento;R$ 364,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;60;05/06/2016;85;7;R$ 28.854,00;R$ 22.794,66;R$ 6.059,34;Nordeste;Carlos;Cancelamento;R$ 344,00;Com Perda;
39;Fogão 5 bocas;Eletrodomésticos;Casa;46;07/03/2019;39;10;R$ 33.680,00;R$ 23.912,80;R$ 9.767,20;Nordeste;Carlos;Cancelamento;R$ 380,00;Com Perda;
48;Guarda-Roupa Solteiro;Móveis;Casa;8;26/05/2024;48;4;R$ 7.972,00;R$ 6.058,72;R$ 1.913,28;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;57;02/08/2025;67;9;R$ 20.727,00;R$ 12.436,20;R$ 8.290,80;Norte;Marcos;Devolução;R$ 197,00;Com Perda;
1;iPhone 13;Smartphones;Eletrônicos;57;07/04/2018;1;3;R$ 8.703,00;R$ 4.786,65;R$ 3.916,35;Norte;Paula;Sem perda;R$ 0,00;Com Perda;
59;Camiseta Básica;Roupas;Roupas;16;09/06/2023;59;8;R$ 5.520,00;R$ 4.195,20;R$ 1.324,80;Sul;Lucas;Devolução;R$ 460,00;Com Perda;
30;Webcam Full HD;Acessórios;Informática;14;03/06/2020;30;5;R$ 1.565,00;R$ 892,05;R$ 672,95;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
57;Sandália Feminina;Calçados;Calçados;89;28/11/2015;57;2;R$ 4.472,00;R$ 3.443,44;R$ 1.028,56;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
46;Cadeira Gamer;Móveis;Casa;13;16/01/2025;46;8;R$ 10.352,00;R$ 5.590,08;R$ 4.761,92;Norte;Juliana;Cancelamento;R$ 320,00;Com Perda;
56;Chinelo Havaianas;Calçados;Calçados;48;20/11/2023;56;4;R$ 14.000,00;R$ 7.280,00;R$ 6.720,00;Nordeste;Carlos;Cancelamento;R$ 79,00;Com Perda;
2;iPhone 14;Smartphones;Eletrônicos;76;27/06/2016;2;5;R$ 16.820,00;R$ 9.755,60;R$ 7.064,40;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;91;01/04/2016;33;3;R$ 14.829,00;R$ 7.711,08;R$ 7.117,92;Norte;Marcos;Desconto;R$ 86,00;Com Perda;
66;Creme Facial;Beleza;Beleza;15;01/10/2017;66;6;R$ 894,00;R$ 527,46;R$ 366,54;Nordeste;Fernanda;Cancelamento;R$ 358,00;Com Perda;
34;Microondas Panasonic;Eletrodomésticos;Casa;22;25/03/2024;34;9;R$ 6.003,00;R$ 3.361,68;R$ 2.641,32;Nordeste;Fernanda;Devolução;R$ 246,00;Com Perda;
93;Monitor Samsung 27;Informática;Informática;19;09/08/2019;93;8;R$ 25.656,00;R$ 13.854,24;R$ 11.801,76;Nordeste;Fernanda;Devolução;R$ 448,00;Com Perda;
37;Air Fryer Philips;Eletrodomésticos;Casa;24;28/02/2024;37;2;R$ 806,00;R$ 435,24;R$ 370,76;Nordeste;Carlos;Cancelamento;R$ 255,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;46;13/11/2021;12;1;R$ 4.782,00;R$ 2.821,38;R$ 1.960,62;Nordeste;Rafael;Cancelamento;R$ 352,00;Com Perda;
28;Headset Gamer Logitech;Acessórios;Informática;82;24/01/2024;28;6;R$ 27.918,00;R$ 19.263,42;R$ 8.654,58;Sul;Maria;Cancelamento;R$ 75,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;40;04/01/2023;98;3;R$ 10.197,00;R$ 7.749,72;R$ 2.447,28;Centro-Oeste;André;Desconto;R$ 323,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;87;12/10/2025;17;7;R$ 7.056,00;R$ 4.727,52;R$ 2.328,48;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
15;Smart TV TCL 43;TVs;Eletrônicos;35;23/11/2017;15;7;R$ 1.652,00;R$ 1.106,84;R$ 545,16;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;19;02/02/2015;8;9;R$ 44.577,00;R$ 32.541,21;R$ 12.035,79;Sul;Maria;Devolução;R$ 306,00;Com Perda;
69;Condicionador;Beleza;Beleza;81;17/07/2023;69;8;R$ 31.320,00;R$ 20.044,80;R$ 11.275,20;Sudeste;Ana;Devolução;R$ 349,00;Com Perda;
60;Jaqueta Jeans;Roupas;Roupas;86;21/06/2017;60;10;R$ 39.980,00;R$ 28.785,60;R$ 11.194,40;Sudeste;João;Desconto;R$ 99,00;Com Perda;
59;Camiseta Básica;Roupas;Roupas;93;27/10/2025;59;7;R$ 30.163,00;R$ 22.018,99;R$ 8.144,01;Centro-Oeste;Carla;Cancelamento;R$ 453,00;Com Perda;
1;iPhone 13;Smartphones;Eletrônicos;7;12/09/2017;1;10;R$ 11.080,00;R$ 7.866,80;R$ 3.213,20;Norte;Juliana;Cancelamento;R$ 108,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;28;07/03/2022;82;8;R$ 22.064,00;R$ 11.693,92;R$ 10.370,08;Nordeste;Rafael;Devolução;R$ 464,00;Com Perda;
15;Smart TV TCL 43;TVs;Eletrônicos;22;24/07/2019;15;10;R$ 12.010,00;R$ 6.845,70;R$ 5.164,30;Nordeste;Fernanda;Desconto;R$ 473,00;Com Perda;
59;Camiseta Básica;Roupas;Roupas;43;09/06/2019;59;9;R$ 14.490,00;R$ 10.432,80;R$ 4.057,20;Norte;Paula;Cancelamento;R$ 299,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;90;22/03/2018;17;5;R$ 1.965,00;R$ 1.355,85;R$ 609,15;Nordeste;Carlos;Devolução;R$ 52,00;Com Perda;
61;Jaqueta de Couro;Roupas;Roupas;19;18/09/2019;61;5;R$ 22.975,00;R$ 15.393,25;R$ 7.581,75;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;21;12/09/2016;12;7;R$ 11.249,00;R$ 5.849,48;R$ 5.399,52;Centro-Oeste;André;Desconto;R$ 281,00;Com Perda;
47;Guarda-Roupa Casal;Móveis;Casa;36;21/04/2019;47;6;R$ 19.950,00;R$ 12.967,50;R$ 6.982,50;Centro-Oeste;Diego;Cancelamento;R$ 342,00;Com Perda;
4;Samsung Galaxy S21;Smartphones;Eletrônicos;92;28/03/2021;4;7;R$ 25.704,00;R$ 18.506,88;R$ 7.197,12;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
77;Pneu Aro 13;Automotivo;Automotivo;7;01/05/2020;77;6;R$ 14.820,00;R$ 9.484,80;R$ 5.335,20;Sudeste;João;Devolução;R$ 271,00;Com Perda;
38;Fogão 4 bocas;Eletrodomésticos;Casa;83;28/03/2025;38;2;R$ 2.990,00;R$ 1.584,70;R$ 1.405,30;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
81;Bateria Automotiva;Automotivo;Automotivo;65;16/01/2023;81;4;R$ 18.916,00;R$ 12.862,88;R$ 6.053,12;Sul;Bruno;Sem perda;R$ 0,00;Com Perda;
44;Mesa de Jantar 4 lugares;Móveis;Casa;68;03/07/2017;44;8;R$ 7.632,00;R$ 4.197,60;R$ 3.434,40;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;74;22/11/2022;10;5;R$ 23.870,00;R$ 18.857,30;R$ 5.012,70;Sudeste;Pedro;Devolução;R$ 151,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;59;18/08/2015;53;9;R$ 29.169,00;R$ 20.126,61;R$ 9.042,39;Centro-Oeste;André;Cancelamento;R$ 355,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;33;13/08/2022;41;4;R$ 11.936,00;R$ 6.803,52;R$ 5.132,48;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
49;Cama Box Casal;Móveis;Casa;18;19/07/2015;49;3;R$ 4.278,00;R$ 3.422,40;R$ 855,60;Norte;Juliana;Desconto;R$ 197,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;72;04/08/2019;10;6;R$ 10.320,00;R$ 5.676,00;R$ 4.644,00;Sudeste;Ana;Devolução;R$ 417,00;Com Perda;
87;Mochila Escolar;Papelaria;Papelaria;83;09/06/2016;87;5;R$ 22.635,00;R$ 14.260,05;R$ 8.374,95;Nordeste;Carlos;Cancelamento;R$ 425,00;Com Perda;
51;Tênis Nike;Calçados;Calçados;79;05/07/2019;51;9;R$ 35.739,00;R$ 28.591,20;R$ 7.147,80;Nordeste;Rafael;Cancelamento;R$ 63,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;61;03/02/2021;9;7;R$ 16.975,00;R$ 12.731,25;R$ 4.243,75;Sul;Lucas;Cancelamento;R$ 210,00;Com Perda;
97;SSD 500GB;Informática;Informática;4;23/07/2025;97;5;R$ 17.875,00;R$ 11.261,25;R$ 6.613,75;Sul;Maria;Devolução;R$ 222,00;Com Perda;
66;Creme Facial;Beleza;Beleza;77;03/10/2017;66;7;R$ 10.416,00;R$ 7.916,16;R$ 2.499,84;Sul;Bruno;Sem perda;R$ 0,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;49;06/07/2020;9;9;R$ 8.496,00;R$ 6.456,96;R$ 2.039,04;Sul;Bruno;Cancelamento;R$ 110,00;Com Perda;
58;Camisa Polo;Roupas;Roupas;28;09/09/2023;58;1;R$ 1.221,00;R$ 903,54;R$ 317,46;Norte;Paula;Cancelamento;R$ 413,00;Com Perda;
47;Guarda-Roupa Casal;Móveis;Casa;64;14/12/2021;47;4;R$ 4.120,00;R$ 3.254,80;R$ 865,20;Sul;Maria;Devolução;R$ 431,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;20;16/10/2025;27;8;R$ 27.392,00;R$ 21.091,84;R$ 6.300,16;Nordeste;Fernanda;Desconto;R$ 321,00;Com Perda;
54;Sapato Social Masculino;Calçados;Calçados;11;25/02/2015;54;10;R$ 31.790,00;R$ 18.120,30;R$ 13.669,70;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
28;Headset Gamer Logitech;Acessórios;Informática;48;28/11/2025;28;4;R$ 13.340,00;R$ 8.671,00;R$ 4.669,00;Nordeste;Carlos;Cancelamento;R$ 94,00;Com Perda;
47;Guarda-Roupa Casal;Móveis;Casa;36;17/07/2017;47;4;R$ 11.332,00;R$ 6.005,96;R$ 5.326,04;Sul;Lucas;Devolução;R$ 478,00;Com Perda;
20;Notebook Lenovo ThinkPad;Notebooks;Informática;62;15/08/2024;20;2;R$ 438,00;R$ 258,42;R$ 179,58;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
2;iPhone 14;Smartphones;Eletrônicos;39;21/12/2016;2;1;R$ 2.103,00;R$ 1.156,65;R$ 946,35;Sudeste;João;Cancelamento;R$ 303,00;Com Perda;
20;Notebook Lenovo ThinkPad;Notebooks;Informática;67;25/06/2022;20;1;R$ 4.047,00;R$ 2.711,49;R$ 1.335,51;Sul;Lucas;Cancelamento;R$ 71,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;74;18/10/2016;9;7;R$ 28.672,00;R$ 19.210,24;R$ 9.461,76;Centro-Oeste;Diego;Cancelamento;R$ 103,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;62;24/09/2015;43;2;R$ 3.218,00;R$ 2.510,04;R$ 707,96;Sudeste;Ana;Cancelamento;R$ 401,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;63;13/06/2024;29;3;R$ 11.055,00;R$ 5.527,50;R$ 5.527,50;Centro-Oeste;Diego;Devolução;R$ 132,00;Com Perda;
77;Pneu Aro 13;Automotivo;Automotivo;5;10/03/2018;77;4;R$ 1.152,00;R$ 587,52;R$ 564,48;Centro-Oeste;Carla;Desconto;R$ 138,00;Com Perda;
52;Tênis Adidas;Calçados;Calçados;87;04/10/2015;52;3;R$ 8.484,00;R$ 5.938,80;R$ 2.545,20;Norte;Marcos;Devolução;R$ 388,00;Com Perda;
96;HD Externo 1TB;Informática;Informática;62;15/06/2018;96;10;R$ 14.720,00;R$ 10.892,80;R$ 3.827,20;Nordeste;Rafael;Cancelamento;R$ 96,00;Com Perda;
2;iPhone 14;Smartphones;Eletrônicos;56;17/04/2016;2;3;R$ 6.141,00;R$ 4.053,06;R$ 2.087,94;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;59;26/02/2022;67;3;R$ 1.380,00;R$ 1.035,00;R$ 345,00;Nordeste;Rafael;Desconto;R$ 417,00;Com Perda;
35;Microondas LG;Eletrodomésticos;Casa;46;19/03/2015;35;4;R$ 19.324,00;R$ 10.241,72;R$ 9.082,28;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;70;14/09/2018;98;4;R$ 19.696,00;R$ 14.575,04;R$ 5.120,96;Norte;Paula;Desconto;R$ 432,00;Com Perda;
